1,1,0,4,0,3.5597773109469,0,0,0,17.1582556280909,1,0,0,0
1,1,1,0,7,0,7.20996887265005,0,0,2.1,0,1,0,0
1,1,0,0,5,0,0,3.12975537477288,0,3.78,0,0,1,0
1,1,0,8,3,0,0,0,3.83067446745249,2.4,0,0,0,1
1,2,0,2,0,4.63375761991687,0,0,0,17.1582556280909,1,0,0,0
1,2,1,0,7,0,5.47812670364001,0,0,2.1,0,1,0,0
1,2,0,0,5,0,0,4.69820361332926,0,3.465,0,0,1,0
1,2,0,3,3,0,0,0,6.1693426872765,3.2,0,0,0,1
1,3,0,2,0,6.77942023933386,0,0,0,17.1582556280909,1,0,0,0
1,3,1,0,7,0,5.47812670364001,0,0,2.1,0,1,0,0
1,3,0,0,5,0,0,6.35307001330728,0,4.2,0,0,1,0
1,3,0,3,3,0,0,0,7.03617051023435,2.4,0,0,0,1
1,4,0,4,0,4.63375761991687,0,0,0,17.1582556280909,1,0,0,0
1,4,1,0,12,0,3.82918512991843,0,0,2.1,0,1,0,0
1,4,0,0,6,0,0,4.69820361332926,0,5.25,0,0,1,0
1,4,0,8,7,0,0,0,7.03617051023435,2.4,0,0,0,1
1,5,0,0,0,3.5597773109469,0,0,0,17.1582556280909,1,0,0,0
1,5,1,0,2,0,5.47812670364001,0,0,2.1,0,1,0,0
1,5,0,0,2,0,0,4.69820361332926,0,5.25,0,0,1,0
1,5,0,1,0,0,0,0,3.83067446745249,2.4,0,0,0,1
2,6,0,2,0,6.7195413475436,0,0,0,17.5163240782396,1,0,0,0
2,6,0,12,5,0,5.54435374986947,0,0,3.4,0,1,0,0
2,6,1,0,5,0,0,7.46272782109741,0,3.75,0,0,1,0
2,6,0,4,3,0,0,0,8.29344819220562,3.6,0,0,0,1
2,7,0,0,0,6.7195413475436,0,0,0,17.5163240782396,1,0,0,0
2,7,0,10.8,2,0,6.08020339484331,0,0,3.4,0,1,0,0
2,7,1,0,0,0,0,8.87612121670417,0,5.84,0,0,1,0
2,7,0,2,2,0,0,0,8.29344819220562,2.7,0,0,0,1
2,8,0,4,0,6.7195413475436,0,0,0,17.5163240782396,1,0,0,0
2,8,0,13.2,9,0,5.54435374986947,0,0,3.4,0,1,0,0
2,8,1,0,8,0,0,5.20772141339437,0,5.42,0,0,1,0
2,8,0,7,6,0,0,0,6.24908158358864,3.6,0,0,0,1
2,9,0,2,0,4.38201068299404,0,0,0,17.5163240782396,1,0,0,0
2,9,0,12,2,0,4.00280651431596,0,0,3.4,0,1,0,0
2,9,1,0,0,0,0,5.20772141339437,0,5,0,0,1,0
2,9,0,4,2,0,0,0,10.9661857191627,3.6,0,0,0,1
2,10,0,4,0,6.7195413475436,0,0,0,17.5163240782396,1,0,0,0
2,10,0,13.2,9,0,4.00280651431596,0,0,3.4,0,1,0,0
2,10,0,0,8,0,0,7.46272782109741,0,6.25,0,0,1,0
2,10,1,7,6,0,0,0,10.9661857191627,2.7,0,0,0,1
3,11,0,5,0,3.03923311038856,0,0,0,19.4817007173276,1,0,0,0
3,11,0,38.5,4,0,4.78861024039532,0,0,2.7,0,1,0,0
3,11,1,0,4,0,0,3.018230813094,0,3.78,0,0,1,0
3,11,0,6,3,0,0,0,3.97524949802906,2.4,0,0,0,1
